,max_ti,dur,r2,slope,ltl
u:id5M,42.0,599055.0,0.920780523938367,5.658200491861925e-05,enes
u:h4Ns,5.0,302591.0,0.8635549566624948,1.2504705534192729e-05,enes
u:e_Tl,10.0,678262.0,0.6037834074603542,1.0406010517638584e-05,esen
u:bYUL,11.0,73887.0,0.8389270932546793,9.887333297241585e-05,ende
u:iuxV,11.0,191032.0,0.9128091712131134,4.655526130629262e-05,ende
u:iKq2,6.0,824100.0,0.85832899154541,6.151335327691178e-06,esen
u:gWaG,89.0,966454.0,0.98385082069653,9.231537371777367e-05,pten
u:g-Ih,3.0,902.0,0.9997433818353543,0.003336927175685429,pten
u:h1ss,7.0,824461.0,0.9232253647354022,7.517431715326833e-06,enpt
u:hNJ6,20.0,82942.0,0.7220314964013269,0.00014173769147712197,esen
u:gZip,19.0,517175.0,0.646393867524775,3.0098736993319795e-05,esen
u:gybw,17.0,784292.0,0.8864594170735444,1.56604859813514e-05,ende
u:h_SJ,11.0,258933.0,0.7905086828331689,3.130210342462103e-05,ende
u:fIFq,3.0,2414.0,0.8255502145000557,0.0011000002858095345,esen
u:iFj5,9.0,99907.0,0.7889050060558475,5.2884714625100344e-05,enes
u:iUtA,11.0,177028.0,0.7010949575136276,3.816617162056397e-05,enes
u:gQz6,7.0,397025.0,0.3434382362711625,1.027737656639464e-05,esen
u:hkOs,23.0,861466.0,0.7953604659206168,3.4201590946375655e-05,enfr
u:hEOO,15.0,185042.0,0.7608169526577325,4.407460987186239e-05,ende
u:g038,33.0,442436.0,0.8888561101371143,8.441400573320362e-05,enes
u:k94,17.0,593106.0,0.7997114234921545,2.847028012211286e-05,enfr
u:g-3B,30.0,434718.0,0.6246952207649552,4.806041925586676e-05,esen
u:iCua,14.0,525594.0,0.8670254149746158,2.8253180012251587e-05,esen
u:evXx,16.0,94167.0,0.2649886041551544,0.00011602127201279916,enes
u:elQf,4.0,1126.0,0.9974811807158384,0.003538422067101235,pten
u:iego,8.0,195174.0,0.7853799540779212,2.5916837434118812e-05,enfr
u:e7WL,18.0,867791.0,0.9149775803603729,1.8707594436583167e-05,enes
u:iu3A,19.0,687028.0,0.8524022639150065,1.8591407475230964e-05,enfr
u:gbJJ,6.0,6479.0,0.9265900062521191,0.0007794658307063043,enes
u:fJWa,4.0,1062.0,0.9807098160122334,0.0036295700074472003,esen
u:eyBr,35.0,71652.0,0.9067215756397505,0.0003930004680555209,ende
u:iUxn,12.0,170827.0,0.7484040363051684,6.705231418039484e-05,enes
u:hrBs,11.0,351158.0,0.826116398675122,2.7361522339259683e-05,enes
u:iTB8,34.0,286789.0,0.7290318354748935,6.200219842884903e-05,iten
u:fN7N,2.0,440499.0,0.9619930652862984,4.36774233442663e-06,pten
u:i-xA,15.0,226596.0,0.4698759584911195,6.032206283683337e-05,ende
u:gkvy,12.0,953707.0,0.9326016456656768,1.0809665634643073e-05,enfr
u:e6Pb,4.0,628778.0,0.7508567337969072,3.9830121231696775e-06,esen
u:it6N,17.0,859399.0,0.920261082856112,1.4588192607594772e-05,enes
u:hfrH,15.0,11060.0,0.9345095116737321,0.001297421084742376,esen
u:h7rz,22.0,943627.0,0.724626041793277,2.1521667608591164e-05,pten
u:hBHr,3.0,284847.0,0.6018942996197553,7.040275807607119e-06,ende
u:jhac,12.0,6494.0,0.7471461238742387,0.0015828077259618842,enfr
u:eiug,18.0,675980.0,0.9003979733241253,2.1497840434332158e-05,enit
u:i1uw,13.0,221828.0,0.6278937607728857,3.304731145295272e-05,enes
u:d6Nz,13.0,198265.0,0.7635007287627478,7.458603928086973e-05,esen
u:h4FG,8.0,423732.0,0.6770233169744904,1.065839956823933e-05,esen
u:fH7l,7.0,518840.0,0.8342129864032143,1.043565057208524e-05,esen
u:fCPk,7.0,354811.0,0.9181320808764492,1.9189570467366652e-05,enit
u:ht7e,23.0,807658.0,0.971270466960685,2.6678487065988786e-05,enes
u:dNXb,15.0,776068.0,0.8853792446776095,1.6595159149799126e-05,enfr
u:ihbh,18.0,198127.0,0.7753478414064962,5.881562730505101e-05,ende
u:iZNE,4.0,2219.0,0.8851722479659576,0.0014270066870320129,esen
u:cDmJ,17.0,844026.0,0.9624828589070004,1.964015535387926e-05,esen
u:gXPX,7.0,341449.0,0.9154662626595161,2.222442813770259e-05,enes
u:fxJ-,8.0,573566.0,0.6889247596077864,1.2356770487968523e-05,enpt
u:eAZA,12.0,68107.0,0.8039897842372006,0.00012101530552036425,pten
u:hGll,19.0,448878.0,0.7703178622971024,2.8519567171808e-05,ende
u:gFWg,3.0,838318.0,0.600796173802662,2.38864833689166e-06,enfr
u:bWD,11.0,161104.0,0.8604292708737058,4.391691563344277e-05,enes
u:gELu,12.0,440378.0,0.8681643720794215,2.2727885009040432e-05,enes
u:h-a2,17.0,662653.0,0.6843562384828774,2.736725210857989e-05,ende
u:hm0L,12.0,521313.0,0.8595564600097727,1.8638638648901968e-05,esen
u:gMua,40.0,690096.0,0.5837770675533402,6.750609087958081e-05,enes
u:ivmq,36.0,946652.0,0.9357455920199753,3.828298533122132e-05,enes
u:f2z2,12.0,692155.0,0.8139324728642694,1.1408106371335224e-05,enit
u:f2rn,23.0,709430.0,0.8770169864037217,2.776497121098394e-05,ende
u:ifR5,5.0,52784.0,0.47499436132800393,6.203793836240341e-05,esen
u:bdOj,31.0,2551.0,0.9918571864444606,0.011827152602946046,esen
u:id-d,14.0,848885.0,0.9326903428715266,1.7637155842010596e-05,esen
u:h_CQ,109.0,1000432.0,0.8444116351014941,0.0001021445430887034,enit
u:hTjQ,13.0,604951.0,0.612258161789117,2.1357810649918638e-05,esen
u:fBGH,13.0,535339.0,0.8322055252992074,2.099700227868674e-05,enes
u:hFpj,26.0,865310.0,0.8770921802385325,2.3967812569516718e-05,ende
u:duK-,3.0,66759.0,0.6206134926265374,3.086216719842347e-05,enes
u:iv4e,18.0,717687.0,0.7873707586119373,1.798593736346996e-05,enes
u:h_qg,7.0,552808.0,0.899075310886461,1.1639168249607887e-05,enes
u:gCjs,7.0,91948.0,0.7301977747933641,4.49803268643172e-05,esen
u:iN2L,20.0,244763.0,0.8444853794295921,5.3530250707890657e-05,esen
u:hBq7,17.0,855011.0,0.5921524654963208,1.9956466862017568e-05,enfr
u:ib26,18.0,611290.0,0.9009030140739622,2.7119277410118195e-05,esen
u:iz75,17.0,823115.0,0.9179652714768239,1.8014847052772197e-05,enes
u:dA9D,5.0,90282.0,0.4368344206431595,3.3707697224560456e-05,pten
u:gjEZ,3.0,1148.0,0.9955951268028829,0.0025706045102062555,pten
u:cU5H,10.0,411747.0,0.3427596452167961,1.814689169920569e-05,enes
u:fOuI,3.0,1248.0,0.9560213006458795,0.0023870694148461413,esen
u:djv9,5.0,655331.0,0.8371643274473995,5.483562266621737e-06,esen
u:iqD_,36.0,726362.0,0.924699797909349,3.666472896265113e-05,esen
u:cI3G,10.0,453303.0,0.8689355375378752,1.7737748582427413e-05,enfr
u:e0Gn,22.0,959201.0,0.6908423110620058,2.091400583491206e-05,enes
u:i3OW,9.0,424202.0,0.8792852105417559,1.4926145511328936e-05,enes
u:gT_F,26.0,949836.0,0.6140237608467272,2.901312373433697e-05,iten
u:gEFY,11.0,734349.0,0.9717772239794228,1.407815198247795e-05,enes
u:iv01,49.0,714407.0,0.8352345245377497,9.369988037934614e-05,enes
u:i_Ke,89.0,226012.0,0.8911111507416702,0.00045608051790790437,enes
u:b7a9,37.0,535389.0,0.909897736528965,7.80582167653102e-05,esen
u:hRIR,21.0,963814.0,0.8700927488923877,1.3985947782197559e-05,pten
u:hGug,81.0,960113.0,0.8720405799484514,5.70413141486362e-05,enes
u:gNcp,48.0,681984.0,0.9409916191977019,6.549001378924042e-05,ende
u:iUhc,26.0,589471.0,0.8887561393881145,4.0991866272605353e-05,esen
u:iC3A,28.0,896257.0,0.8528591354411953,2.6806761019168392e-05,enes
u:jdOA,33.0,15350.0,0.9580988496579464,0.0022668308942277835,enfr
u:ieDG,39.0,936405.0,0.8659674377799658,3.712854319030494e-05,iten
u:hQeb,51.0,673473.0,0.9070925825695797,6.821512748837344e-05,enfr
u:iDr8,28.0,370657.0,0.8488013774917024,5.783867228731218e-05,esen
u:eTt3,8.0,77745.0,0.8077223217083928,7.898969798628216e-05,pten
u:iNtQ,18.0,543769.0,0.8410174185380184,2.8017113513725197e-05,pten
u:iZ3q,34.0,250825.0,0.7631691686456433,0.00013139493551987216,enes
u:hCyO,24.0,991165.0,0.9323504367415545,2.3803448300956943e-05,enes
u:hzRM,57.0,952241.0,0.9383392367106732,4.862791735982344e-05,enfr
u:gZfN,8.0,5355.0,0.9583661442450018,0.001481436781004769,esen
u:ctx-,5.0,1133.0,0.992300497705114,0.004492370640237873,esen
u:iSlI,18.0,758950.0,0.6963789397516635,2.3403919359285345e-05,enpt
u:ivNf,14.0,494230.0,0.8635035674738397,2.5451796886770622e-05,enes
u:hEJ3,4.0,15312.0,0.8092005911915536,0.00018172848346917754,enes
u:iuQr,25.0,947393.0,0.8836525955940405,2.9399195884398147e-05,enit
u:hJEI,24.0,758317.0,0.8965657748609016,2.6233346857800445e-05,esen
u:hwyR,22.0,348067.0,0.8166940909954498,5.486282177941911e-05,pten
u:iTvi,33.0,749958.0,0.88581162485733,5.100975085140256e-05,enfr
u:gssb,7.0,67636.0,0.6247256229256332,6.548551987859666e-05,esen
u:iNc3,25.0,520077.0,0.7252832021373734,5.1681603004693326e-05,esen
u:iZzV,40.0,608430.0,0.7719076015161269,4.369870217681806e-05,esen
u:hOOa,69.0,425885.0,0.9019614004218685,0.0001364214677763184,esen
u:dZjS,9.0,606540.0,0.9155111499317183,1.348408447421602e-05,enes
u:dv4I,20.0,1017223.0,0.9543101521727384,1.7377160236868387e-05,esen
u:hUu_,26.0,292468.0,0.8315908448197722,7.362272165930158e-05,esen
u:hQg7,97.0,941428.0,0.9736626951205856,9.281687287720015e-05,enit
u:ivMo,63.0,847100.0,0.919524369626615,6.089005904898678e-05,enes
u:iSu8,24.0,722127.0,0.6764440900577877,2.84679262719031e-05,ende
u:ilZn,7.0,383625.0,0.9173023048898686,1.4028110259321815e-05,enes
u:eUhc,12.0,864035.0,0.8939936061710944,1.395290635944857e-05,esen
u:iVb4,17.0,363265.0,0.9037482868851173,3.4014248095412856e-05,esen
u:e0ZZ,15.0,182660.0,0.7967928928894312,6.949657899412754e-05,enfr
u:fYgc,6.0,545741.0,0.6959216865848689,7.549835070689383e-06,esen
u:cf2G,19.0,77619.0,0.2650621346005161,0.00018223186173510356,ende
u:iPBI,34.0,695840.0,0.9019910099911596,6.609731904029662e-05,pten
u:isPn,46.0,964486.0,0.8967010864630078,5.086312345434129e-05,enes
u:gaw1,6.0,747841.0,0.626480500570609,4.691561803789967e-06,esen
u:iCxm,8.0,258832.0,0.7481101587574948,2.7099402080967275e-05,ende
u:g2RH,4.0,3013.0,0.9114828226936362,0.0013209895981067194,esen
u:iQj,21.0,708951.0,0.9695110614183833,2.7586968913704663e-05,ende
u:iZbi,157.0,620792.0,0.9705543026706569,0.0002287905924319353,enfr
u:gLV0,17.0,864163.0,0.9219833994966581,1.7234282694106173e-05,ende
u:JIg,10.0,449549.0,0.8296473475347913,1.5110489767907712e-05,esen
u:hcKH,17.0,808513.0,0.9739875667634351,1.9124177806425093e-05,enes
u:h18S,16.0,153911.0,0.6257886849494246,9.429032126117601e-05,esen
u:h32z,11.0,168872.0,0.45187465680756167,3.789316408749426e-05,enes
u:fT9r,3.0,307456.0,0.6034148236439598,6.535683518264154e-06,esen
u:gxr8,8.0,604149.0,0.7016733293910765,9.260994965336401e-06,esen
u:hLUw,20.0,748046.0,0.8526675809237979,2.4171262226976474e-05,enfr
u:hBi7,59.0,951778.0,0.9256394264062462,6.102061966940787e-05,pten
u:d_xU,4.0,697550.0,0.7523470680857289,3.597780868471528e-06,esen
u:obp,11.0,604933.0,0.8076919826131236,1.0830899952374653e-05,esen
u:ihb_,8.0,159177.0,0.3102048008874013,2.8901068405658504e-05,esen
u:gQfs,6.0,863579.0,0.889979228528483,5.24499196790241e-06,enes
u:iksO,11.0,883343.0,0.7142175626346743,1.2549497332776522e-05,enes
u:iXCr,33.0,241587.0,0.8204360460329896,8.733810739481592e-05,ende
u:indr,62.0,606860.0,0.9003886994735336,8.576597388654677e-05,enpt
u:ihsW,23.0,323482.0,0.9153522936885493,6.0830885084441575e-05,esen
u:fwTH,15.0,810427.0,0.732182469036797,1.4454218766444144e-05,esen
u:i8Ae,10.0,123715.0,0.8768528921243,6.413451299839288e-05,esen
u:inWI,18.0,272593.0,0.6297349923366398,7.28800454543559e-05,enfr
u:eJXF,5.0,101473.0,0.6953919780428891,2.999473675768809e-05,esen
u:gTJZ,11.0,926454.0,0.9604588326072799,1.0733245369970107e-05,esen
u:h9G9,5.0,1551.0,0.9713212237807157,0.0033427967386750294,esen
u:fYR-,8.0,530630.0,0.8450856580461745,1.3492051401573082e-05,ende
u:gEvS,9.0,173163.0,0.7581521064237234,3.326240025140934e-05,enes
u:hQec,15.0,753691.0,0.8169357979982936,2.454780853903827e-05,enfr
u:itjL,56.0,945395.0,0.8732215741512404,4.357176604823495e-05,esen
u:fYxW,65.0,919427.0,0.7320363632390495,6.791280730732228e-05,ende
u:h0cv,108.0,790953.0,0.9238874898900208,0.00011385807790604199,enes
u:btNQ,12.0,273426.0,0.8523169231863618,2.8495026286692618e-05,enes
u:h6m-,24.0,805656.0,0.8969121963723974,3.413314433463337e-05,enes
u:hk6i,13.0,298811.0,0.6358825011458176,4.2906345066370774e-05,esen
u:eNqv,3.0,526960.0,0.6211017850251636,3.895847901323641e-06,enes
u:gOKY,12.0,280785.0,0.5137210637617563,3.6545169056559384e-05,iten
u:ddSq,6.0,864517.0,0.6561593589917742,4.2694972293281155e-06,ende
u:gPSe,34.0,774295.0,0.9014770137824303,5.147201046477773e-05,esen
u:iCa0,11.0,1684.0,0.9620623576288244,0.007164800517715901,enes
u:ie4j,5.0,15572.0,0.7280581486619105,0.00021405560299693285,ende
u:iJEu,23.0,913724.0,0.9232146841497721,2.700361934694919e-05,pten
u:gLEV,29.0,603043.0,0.9302549791445438,4.303847101740183e-05,enit
u:ieWM,7.0,83652.0,0.7232000757138269,4.869351049833594e-05,esen
u:gutg,17.0,590515.0,0.8052670151866915,1.845497561464209e-05,ende
u:jaYW,28.0,197341.0,0.5759243876640957,7.990313336461552e-05,enit
u:iegs,18.0,859926.0,0.8389246453691381,1.362113254496901e-05,esen
u:frzt,8.0,334374.0,0.5409875226119146,1.9781889193704798e-05,esen
u:g-7Y,28.0,701177.0,0.689120814459957,3.5175675257445155e-05,iten
u:bYCw,2.0,271985.0,0.7515000767121547,5.526040603063808e-06,enit
u:iR9X,81.0,783638.0,0.4657218148056563,7.548330049075483e-05,enes
u:gP0C,11.0,633075.0,0.3895482225123375,1.2595828023514669e-05,enes
u:dDi3,31.0,684610.0,0.9472974348173248,3.4670627761752125e-05,enes
u:jaVm,15.0,83899.0,0.7354552804884551,0.00010208962091042548,enes
u:iFCh,17.0,478643.0,0.42107268514215473,1.892639882863917e-05,esen
u:iDOJ,34.0,949253.0,0.8481159158310264,4.0341664791666356e-05,esen
u:gJPb,4.0,358187.0,0.5101849948623367,7.0981963882214975e-06,enes
u:fYAG,30.0,788339.0,0.8707935806252194,2.6251980065055255e-05,enes
u:9Zs,11.0,220354.0,0.833669379912054,4.1982661515536155e-05,enfr
u:fsYf,2.0,640021.0,0.9999962419591539,3.1248857208096426e-06,enfr
u:5kF,11.0,511960.0,0.4351375284923577,1.6094971985133614e-05,enes
u:giTc,14.0,860930.0,0.9469509684938043,1.7728837523417755e-05,enit
u:sta,10.0,673174.0,0.9821541454321563,1.5023269201866643e-05,enes
u:itY7,21.0,927290.0,0.9607392332592222,1.903369906256168e-05,enit
u:hlPd,3.0,858258.0,0.9309408820426469,3.2904995091954163e-06,ende
u:g93o,105.0,954312.0,0.9206438043399099,0.00010838490757237569,enfr
u:d-gZ,9.0,238040.0,0.6423623716768104,3.535025683990752e-05,pten
u:hapH,13.0,612426.0,0.8447386416306896,1.5042713308814395e-05,esen
u:hzPF,4.0,729826.0,0.9501002795023855,5.418814645352549e-06,enes
u:hCu9,14.0,186788.0,0.7970255921885026,6.907544935448309e-05,esen
u:gu8v,6.0,273554.0,0.937448046806472,1.8081781929602666e-05,enes
u:fBUg,19.0,949288.0,0.9545906628616602,2.2306167166137577e-05,esen
u:i_hD,15.0,148521.0,0.5091970344714839,6.124258193997095e-05,enes
u:h2WN,5.0,609277.0,0.6882715045244887,4.95033486004835e-06,esen
u:gJpI,2.0,1112.0,0.9882516919162048,0.0017774311005687138,enfr
u:cis6,2.0,2486.0,0.8925491550802634,0.0007180604626550791,enes
u:iDZZ,22.0,862019.0,0.8820383419067329,2.9796817069862463e-05,esen
u:hjWo,5.0,521358.0,0.8415779276408115,8.08532732831292e-06,esen
u:i3mh,11.0,282253.0,0.6102880051258097,2.454206338751546e-05,esen
u:gpnC,6.0,603013.0,0.670513307649008,8.769215318951913e-06,esen
u:hYbo,39.0,676834.0,0.8688177736418485,4.5162866153527366e-05,enfr
u:gNn3,6.0,783070.0,0.7566122823351253,6.265501029766182e-06,enpt
u:eSPs,18.0,928539.0,0.9436566655322933,1.903957796930894e-05,enfr
u:gNqx,7.0,690501.0,0.5738908447442707,5.815703426498325e-06,esen
u:mtf,6.0,172452.0,0.37807113064828535,2.041062614002863e-05,enes
u:i_sy,9.0,68375.0,0.2829612622942924,7.498889071044535e-05,ende
u:gqfw,7.0,503828.0,0.7464941831959491,8.26197777900661e-06,ende
u:fLg5,5.0,83047.0,0.6964665717874444,3.690112553654799e-05,esen
u:iq7s,9.0,317663.0,0.7176232986641393,2.135813291050092e-05,enes
u:h7uD,20.0,630148.0,0.8459671133852138,2.2255795986093552e-05,ende
u:hBhH,5.0,342530.0,0.7144876174141999,1.0048551572876016e-05,esen
u:i3XD,26.0,261518.0,0.7604235834156968,8.823215899087032e-05,enes
u:gwql,8.0,277821.0,0.7534882278436285,1.6315142923252208e-05,enes
u:fyjg,3.0,170056.0,0.9020301336672936,1.4742089607783525e-05,esen
u:hhiI,2.0,279419.0,0.7539133704998336,5.396292811153385e-06,esen
u:RNp,18.0,928548.0,0.9609364243951176,1.897319142472982e-05,esen
u:gFIo,11.0,347684.0,0.6880199818652438,2.2475268170273332e-05,enes
u:ex-Z,72.0,662009.0,0.917929285254432,0.0001203381570457273,enes
u:h7z7,10.0,148644.0,0.8475191803022571,4.550374141537387e-05,esen
u:fqzC,7.0,165257.0,0.7655373749548344,2.438050394083559e-05,enes
u:i7ot,11.0,8226.0,0.818906067870959,0.001187668981136285,pten
u:Ibw,13.0,859935.0,0.5640493534776699,1.2279421134581045e-05,ende
u:hnb-,7.0,510433.0,0.5850919356806764,8.566555037250436e-06,enit
u:hm8F,14.0,24201.0,0.8490671169694439,0.00038670862144922025,enfr
u:irgK,19.0,854133.0,0.7680342729172657,1.651801829914958e-05,enes
u:hZQS,11.0,907143.0,0.832558895325152,1.0137664598489832e-05,enes
u:gX5h,7.0,510107.0,0.5719575923977965,7.850326493975692e-06,enfr
u:gBJv,9.0,918097.0,0.9274888274651438,8.29665979117395e-06,esen
u:cehC,13.0,438923.0,0.8980638240996118,2.986785442250778e-05,enes
u:gpKk,19.0,954419.0,0.9636814276402915,1.734632177961822e-05,enes
u:gziB,34.0,604382.0,0.9007549581750429,4.936217519146585e-05,ende
u:iQfG,58.0,837923.0,0.8770566390540753,6.062654090409798e-05,enit
u:hwwQ,21.0,867143.0,0.8247201093894244,2.2746915238486943e-05,enfr
u:io4W,11.0,192638.0,0.4264543807756473,3.153348055698376e-05,enes
u:hgO0,2.0,12311.0,0.7782257373533972,0.0001264277048742421,enes
u:hQ2D,26.0,966035.0,0.9551303762542354,2.839854749164682e-05,ende
u:dopq,3.0,496.0,0.9879263607789659,0.006042363062868293,pten
u:e4Dx,10.0,350279.0,0.6489671694646767,1.666410400783092e-05,enes
u:eXwN,6.0,439450.0,0.8753267323124977,1.2088514331009884e-05,esen
u:i3j_,19.0,433320.0,0.8530524141492325,2.9807822590720147e-05,esen
u:fd0e,21.0,567827.0,0.9262803163197503,2.6552129018938907e-05,enes
u:i-ix,9.0,241232.0,0.5851770511591743,2.9245754005104303e-05,ende
u:hP9Q,5.0,2276.0,0.9836708076569968,0.002210212381587911,enit
u:hx_7,9.0,140466.0,0.8265827650491693,5.2310850131121375e-05,enfr
u:iCu2,16.0,824183.0,0.9817216745131493,1.7344173622604573e-05,enfr
u:g1_H,10.0,897567.0,0.8680107633842782,7.452376096204596e-06,enes
u:d8x_,3.0,34910.0,0.8126079284509777,5.865426574258909e-05,pten
u:ibwm,10.0,161607.0,0.6233206512077597,3.536022086724566e-05,esen
u:fgFW,8.0,13707.0,0.6973301486928997,0.000508789660256998,esen
u:iGnF,16.0,367116.0,0.9039986774540456,4.980458773491779e-05,enit
u:gpOB,2.0,710520.0,0.7546105323265491,2.1241077867661686e-06,pten
u:ha4O,33.0,255617.0,0.7890563148465777,0.00011803358165988764,esen
u:iY9-,24.0,162313.0,0.736696072871337,0.00013523236064518908,enit
u:h95N,47.0,879174.0,0.9395979605416166,5.1107235297691044e-05,esen
u:bp48,27.0,599841.0,0.4961019825080026,4.891383075647884e-05,esen
u:ii3L,30.0,517020.0,0.8378453389273376,6.317382989346501e-05,enfr
u:hLQ5,7.0,85498.0,0.7197054746634511,4.7311063621176525e-05,enpt
u:hO7y,12.0,939948.0,0.554171718342512,1.2434466478204964e-05,ende
u:gJW4,3.0,1151.0,0.9884475248532268,0.002642907820463173,enfr
u:ikpo,19.0,276875.0,0.8913013758869583,6.112131703523716e-05,esen
u:igr_,13.0,361592.0,0.8496013120752242,2.7044411355981427e-05,pten
u:g1Zf,10.0,62059.0,0.4729221860667633,9.269299452685289e-05,enfr
u:iPEf,9.0,36769.0,0.6993105090166792,0.00020928743814991056,esen
u:g4LD,46.0,910829.0,0.9169167003772721,4.299991745368426e-05,enit
u:dEzP,14.0,610373.0,0.8367376273683896,2.0930507495539985e-05,pten
u:g6fL,12.0,49403.0,0.7381428641768893,0.00017856673061893155,enpt
u:iu1t,27.0,977884.0,0.7966075775920374,1.8416269181406997e-05,esen
u:iKTm,9.0,103326.0,0.28593267272774936,4.9906796496581804e-05,enes
u:iE9Q,4.0,381945.0,0.5373044767616194,7.011654370752255e-06,esen
u:gH1K,4.0,706.0,0.9855551409839561,0.005729971749906721,ende
u:ea6j,11.0,3253.0,0.9652646650408487,0.003760139666866652,iten
u:ii7r,15.0,860229.0,0.7016730668928425,1.8056478804069524e-05,esen
u:g2ey,2.0,1449.0,0.9713533554453314,0.0013407223677644325,esen
u:dWLV,13.0,677695.0,0.7383915474380959,2.287055645147202e-05,esen
u:g78V,9.0,260709.0,0.6424702506841821,1.9516279712860608e-05,enfr
u:ilqy,7.0,1635.0,0.9647998957038175,0.00440859442088455,enes
u:h2Um,24.0,525622.0,0.596121348164168,3.386346244391548e-05,enes
u:gheH,28.0,949631.0,0.9459789216874777,2.9195834483359733e-05,ende
u:gDyn,4.0,172173.0,0.8951775561406032,2.0775517048572648e-05,enes
u:eFeg,41.0,784104.0,0.7102480256013746,5.238128372929783e-05,enes
u:ik0Y,86.0,945478.0,0.9415209747089449,8.356745636347633e-05,enes
u:iuQS,24.0,973180.0,0.9218077205746503,2.700054306942023e-05,esen
u:h7Ai,11.0,228833.0,0.7394052660044129,2.6534609577968408e-05,pten
u:h-r6,14.0,821128.0,0.8801891372180336,1.4283574933391899e-05,enit
u:gx1c,12.0,93719.0,0.7300933362279861,7.206520030625881e-05,esen
u:iHOv,14.0,682417.0,0.8609892415291516,1.3525291546843129e-05,enfr
u:i8cO,8.0,341479.0,0.8943507700594243,1.6759995116260583e-05,enes
u:cWlO,15.0,176567.0,0.4781214362338529,4.713515115168939e-05,enfr
u:g_V-,9.0,682118.0,0.8246043718723133,9.162867464765665e-06,esen
u:fqQv,34.0,954582.0,0.698817476157606,2.7952469789073036e-05,pten
